original,extracted,locus,primary_name,organism,is_putida
sp|Q88L05|Q88L05_PSEPK Pp_2132,Q88L05,PP_2132,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L06|Q88L06_PSEPK Pp_2131,Q88L06,PP_2131,uup,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L07|Q88L07_PSEPK Pp_2130,Q88L07,PP_2130,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L08|Q88L08_PSEPK Pp_2129,Q88L08,PP_2129,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L09|Q88L09_PSEPK Chev-2,Q88L09,PP_2128,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L11,Q88L11,PP_2126,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L12|YEGS_PSEPK Pp_2125,Q88L12,PP_2125,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L13|Q88L13_PSEPK Pp_2124,Q88L13,PP_2124,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L14|Q88L14_PSEPK Moea,Q88L14,PP_2123,moeA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L15|Q88L15_PSEPK Moab-1,Q88L15,PP_2122,moaB-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L16|Q88L16_PSEPK Pp_2121,Q88L16,PP_2121,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L18|Q88L18_PSEPK Pp_2119,Q88L18,PP_2119,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L20|PDXB_PSEPK Pdxb,Q88L20,PP_2117,pdxB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L24|Q88L24_PSEPK Acna,Q88L24,PP_2112,acnA-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L25|Q88L25_PSEPK Aer-2,Q88L25,PP_2111,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L26|Q88L26_PSEPK Pp_2109,Q88L26,PP_2109,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L28|Q88L28_PSEPK Pp_2107,Q88L28,PP_2107,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L30|Q88L30_PSEPK Pp_2105,Q88L30,PP_2105,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L31|Q88L31_PSEPK Pp_2104,Q88L31,PP_2104,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L32|Q88L32_PSEPK Pp_2103,Q88L32,PP_2103,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L33|Q88L33_PSEPK Pp_2102,Q88L33,PP_2102,dgt,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L36|Q88L36_PSEPK Pp_2099,Q88L36,PP_2099,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L37|Q88L37_PSEPK Dacb,Q88L37,PP_2098,dacB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L39|RLMKL_PSEPK Rlml,Q88L39,PP_2096,rlmL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L40|PYRD_PSEPK Pyrd,Q88L40,PP_2095,pyrD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L41|Q88L41_PSEPK Pp_2094,Q88L41,PP_2094,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L42|Q88L42_PSEPK Nast,Q88L42,PP_2093,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L43,Q88L43,PP_2092,nasA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L44|Q88L44_PSEPK Pp_2091,Q88L44,PP_2091,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L46|Q88L46_PSEPK Oprf,Q88L46,PP_2089,oprF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L47|Q88L47_PSEPK Sigx,Q88L47,PP_2088,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L48|Q88L48_PSEPK Cmpx,Q88L48,PP_2087,cmpX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L49|Q88L49_PSEPK Crfx,Q88L49,PP_2086,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L50|Q88L50_PSEPK Cmax,Q88L50,PP_2085,cmaX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L51|RRAAH_PSEPK Pp_2084,Q88L51,PP_2084,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L52|Q88L52_PSEPK Pp_2083,Q88L52,PP_2083,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L53|Q88L53_PSEPK Ppsa,Q88L53,PP_2082,ppsA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L54|PSRP_PSEPK Pp_2081,Q88L54,PP_2081,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L55|Q88L55_PSEPK Pp_2080,Q88L55,PP_2080,gdhB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L56|Q88L56_PSEPK Pp_2079,Q88L56,PP_2079,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L57,Q88L57,PP_2078,lysR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L58|Q88L58_PSEPK Lysa-1,Q88L58,PP_2077,lysA-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L71|Q88L71_PSEPK Pp_2064,Q88L71,PP_2064,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L76|Y2059_PSEPK Pp_2059,Q88L76,PP_2059,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L81|Q88L81_PSEPK Pp_2054,Q88L81,PP_2054,ybhD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L82|Q88L82_PSEPK Pp_2053,Q88L82,PP_2053,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L83|Q88L83_PSEPK Pp_2052,Q88L83,PP_2052,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L84|Q88L84_PSEPK Atob,Q88L84,PP_2051,fadA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L93,Q88L93,PP_2042,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L94|Q88L94_PSEPK Pp_2041,Q88L94,PP_2041,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L98|Q88L98_PSEPK Pp_2037,Q88L98,PP_2037,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88L99|Q88L99_PSEPK Pp_2036,Q88L99,PP_2036,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LA3|Q88LA3_PSEPK Pp_2032,Q88LA3,PP_2032,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LA6|Q88LA6_PSEPK Pp_2029,Q88LA6,PP_2029,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LA8|Q88LA8_PSEPK Pp_2027,Q88LA8,PP_2027,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB0|Q88LB0_PSEPK Sbcd,Q88LB0,PP_2025,sbcD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB1|Q88LB1_PSEPK Sbcc,Q88LB1,PP_2024,sbcC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB2|Q88LB2_PSEPK Pp_2023,Q88LB2,PP_2023,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB4|Q88LB4_PSEPK Pp_2021,Q88LB4,PP_2021,ppgL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB5|Q88LB5_PSEPK Pp_2020,Q88LB5,PP_2020,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB6|Q88LB6_PSEPK Pp_2019,Q88LB6,PP_2019,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB7|Q88LB7_PSEPK Pp_2018,Q88LB7,PP_2018,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB8|Q88LB8_PSEPK Pepn,Q88LB8,PP_2017,pepN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LB9|Q88LB9_PSEPK Pp_2016,Q88LB9,PP_2016,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LC2|Q88LC2_PSEPK Pp_2013,Q88LC2,PP_2013,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LC3|NADK_PSEPK Nadk,Q88LC3,PP_2012,nadK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LC5|Q88LC5_PSEPK Pp_2010,Q88LC5,PP_2010,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LC7|Q88LC7_PSEPK Fadh,Q88LC7,PP_2008,fadH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LC8|Q88LC8_PSEPK Pp_2007,Q88LC8,PP_2007,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LC9|Q88LC9_PSEPK Pp_2006,Q88LC9,PP_2006,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD0|Q88LD0_PSEPK Pp_2005,Q88LD0,PP_2005,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD1,Q88LD1,PP_2004,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD2|Q88LD2_PSEPK Pp_2003,Q88LD2,PP_2003,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD3|Q88LD3_PSEPK Pp_2002,Q88LD3,PP_2002,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD4|Q88LD4_PSEPK Metz,Q88LD4,PP_2001,metZ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD5|Q88LD5_PSEPK Purf,Q88LD5,PP_2000,purF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD6,Q88LD6,PP_1999,cvpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD7|Q88LD7_PSEPK Pp_1998,Q88LD7,PP_1998,dedD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD8|Q88LD8_PSEPK Folc,Q88LD8,PP_1997,folC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LD9|ACCD_PSEPK Accd,Q88LD9,PP_1996,accD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE0|TRPF_PSEPK Trpf,Q88LE0,PP_1995,trpF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE1|Q88LE1_PSEPK Pp_1993,Q88LE1,PP_1993,fimV,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE2|Q88LE2_PSEPK Pp_1992,Q88LE2,PP_1992,asd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE4|Q88LE4_PSEPK Asd,Q88LE4,PP_1989,asd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE5|LEU3_PSEPK Leub,Q88LE5,PP_1988,leuB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE6|Q88LE6_PSEPK Pp_1987,Q88LE6,PP_1987,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE7|LEUD_PSEPK Leud,Q88LE7,PP_1986,leuD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LE8|LEUC_PSEPK Leuc,Q88LE8,PP_1985,leuC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LF0|Q88LF0_PSEPK Pp_1983,Q88LF0,PP_1983,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LF3|Q88LF3_PSEPK Pp_1980,Q88LF3,PP_1980,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LF4|Q88LF4_PSEPK Pp_1979,Q88LF4,PP_1979,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LF6|SYE_PSEPK Gltx,Q88LF6,PP_1977,gltX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LF7|Q88LF7_PSEPK Pp_1976,Q88LF7,PP_1976,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LF9|UVRB_PSEPK Uvrb,Q88LF9,PP_1974,uvrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG1|Q88LG1_PSEPK Tyrb-1,Q88LG1,PP_1972,tyrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG2|Q88LG2_PSEPK Pp_1971,Q88LG2,PP_1971,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG3|Q88LG3_PSEPK Pp_1970,Q88LG3,PP_1970,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG5|Q88LG5_PSEPK Pp_1968,Q88LG5,PP_1968,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG6|Q88LG6_PSEPK Pp_1967,Q88LG6,PP_1967,ycfH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG7|Q88LG7_PSEPK Holb,Q88LG7,PP_1966,holB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LG8|Q88LG8_PSEPK Pp_1964,Q88LG8,PP_1964,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LH1|Q88LH1_PSEPK Pp_1961,Q88LH1,PP_1961,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LH3|Q88LH3_PSEPK Pp_1959,Q88LH3,PP_1959,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LH5|Q88LH5_PSEPK Pp_1957,Q88LH5,PP_1957,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LI6|Q88LI6_PSEPK Pp_1946,Q88LI6,PP_1946,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LJ1|Q88LJ1_PSEPK Pp_1941,Q88LJ1,PP_1941,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LJ4,Q88LJ4,PP_1937,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LJ5|Q88LJ5_PSEPK PP_1936,Q88LJ5,PP_1936,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LJ7|Q88LJ7_PSEPK Pp_1934,Q88LJ7,PP_1934,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LK3|Q88LK3_PSEPK Arsc-2,Q88LK3,PP_1928,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LK6|Q88LK6_PSEPK Pp_1925,Q88LK6,PP_1925,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL2|Q88LL2_PSEPK Pp_1918,Q88LL2,PP_1918,yceG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL3,Q88LL3,PP_1917,pabC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL4|Q88LL4_PSEPK Fabf,Q88LL4,PP_1916,fabF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL5|ACP_PSEPK Acpp,Q88LL5,PP_1915,acpP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL6|Q88LL6_PSEPK Fabg,Q88LL6,PP_1914,fabG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL7|Q88LL7_PSEPK Fabd,Q88LL7,PP_1913,fabD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL8|PLSX_PSEPK Plsx,Q88LL8,PP_1912,plsX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LL9|RL32_PSEPK Rpmf,Q88LL9,PP_1911,rpmF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM0|Q88LM0_PSEPK Pp_1910,Q88LM0,PP_1910,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM1|Y1909_PSEPK Maf-2,Q88LM1,PP_1909,maf-2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM2|Q88LM2_PSEPK Pp_1908,Q88LM2,PP_1908,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM3,Q88LM3,PP_1907,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM4|Q88LM4_PSEPK Rne,Q88LM4,PP_1905,rne,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM5|MURB_PSEPK Murb,Q88LM5,PP_1904,murB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM6|Q88LM6_PSEPK Pp_1903,Q88LM6,PP_1903,etp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM7|KDSB_PSEPK Kdsb,Q88LM7,PP_1902,kdsB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LM8|Y1901_PSEPK Pp_1901,Q88LM8,PP_1901,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN0|Q88LN0_PSEPK Pp_1899,Q88LN0,PP_1899,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN1|Q88LN1_PSEPK Pp_1898,Q88LN1,PP_1898,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN4|Q88LN4_PSEPK Pp_1895,Q88LN4,PP_1895,yadG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN5|Q88LN5_PSEPK Pp_1894,Q88LN5,PP_1894,gstB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN6|Q88LN6_PSEPK Pp_1893,Q88LN6,PP_1893,fadE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN7|Q88LN7_PSEPK Pp_1892,Q88LN7,PP_1892,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LN9|Q88LN9_PSEPK Pp_1890,Q88LN9,PP_1890,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LQ1|Q88LQ1_PSEPK Pp_1878,Q88LQ1,PP_1878,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LQ2|Q88LQ2_PSEPK Pp_1877,Q88LQ2,PP_1877,msrC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LQ3|Q88LQ3_PSEPK Pp_1876,Q88LQ3,PP_1876,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LQ5|Q88LQ5_PSEPK Pp_1874,Q88LQ5,PP_1874,gpx,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88LQ6|MSRB_PSEPK Msrb,Q88LQ6,PP_1873,msrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
